"gene","logFC","AveExpr","t","pvalue","padj"
"CROT",-0.2296,9.7292,-0.8269,0.4083,0.5237
"ABCB4",0.6463,6.5811,2.8565,0.004283,0.01238
"ABCB1",-2.5665,8.2527,-6.8752,6.192e-12,1.826e-10
"RUNDC3B",-1.6592,7.2088,-6.7915,1.11e-11,3.103e-10
"SLC25A40",0.0824,9.5679,0.5344,0.5931,0.6936
"DBF4",1.3788,8.5019,6.2885,3.205e-10,6.642e-09
"ADAM22",-0.3179,8.6345,-1.0936,0.2741,0.3853
"SRI",0.0033,11.1423,0.0181,0.9856,0.9902
"STEAP4",-0.6616,10.993,-1.3831,0.1666,0.2596
"STEAP1",-0.6048,8.6641,-1.7353,0.08269,0.1473
"STEAP2",-0.2023,10.0802,-0.571,0.568,0.6719
"CFAP69",-0.1639,8.3008,-0.5208,0.6025,0.7016
"CTB-16J4.1",-0.1325,5.5749,-0.306,0.7596,0.8281
"GTPBP10",-0.0136,9.8529,-0.1019,0.9189,0.9435
"CLDN12",0.1014,10.743,0.5021,0.6156,0.7124
"CDK14",0.1379,10.3826,0.8072,0.4195,0.5342
"FZD1",-0.5013,11.2405,-2.0575,0.03964,0.08009
"MTERF1",0.1347,8.7037,1.1551,0.2481,0.3557
"AKAP9",0.3021,12.0777,1.1838,0.2365,0.3426
"CYP51A1",0.4488,10.9499,2.7931,0.00522,0.01461
"LRRD1",0.4714,10.8915,2.8821,0.003951,0.01153
"KRIT1",0.016,10.3791,0.1269,0.899,0.9304
"ANKIB1",0.4455,11.2479,2.8428,0.004472,0.01284
"GATAD1",-0.059,10.5513,-0.4005,0.6888,0.7726
"PEX1",0.0794,10.1333,0.4865,0.6266,0.7217
"RBM48",-0.215,8.8865,-2.15,0.03156,0.06647
"FAM133B",0.2527,8.5414,1.7369,0.08241,0.1469
"CDK6",-0.2756,10.1066,-0.9597,0.3372,0.4526
"SAMD9",0.9097,9.9264,3.8573,0.0001147,0.0005599
"SAMD9L",0.4846,10.2938,1.7012,0.0889,0.1563
"HEPACAM2",-0.8102,7.2457,-1.4157,0.1569,0.2475
"VPS50",-0.1094,10.1145,-0.981,0.3266,0.4412
"CALCR",-2.0538,5.925,-4.2152,2.495e-05,0.0001483
"TFPI2",-2.7381,8.0116,-5.5282,3.236e-08,4.205e-07
"GNG11",-2.2275,10.2815,-7.3132,2.609e-13,1.032e-11
"BET1",-0.0085,9.5437,-0.0548,0.9563,0.97
"COL1A2",1.7768,16.0163,4.0463,5.203e-05,0.0002824
"CASD1",0.1253,10.5086,0.525,0.5996,0.6996
"SGCE",-1.1515,10.3264,-5.5133,3.522e-08,4.54e-07
"PEG10",-0.4088,11.271,-0.8609,0.3893,0.5042
"PPP1R9A",-0.0826,9.7893,-0.3422,0.7322,0.8064
"PON3",-1.1763,7.7328,-2.5714,0.01013,0.02558
"PON2",0.4194,11.0103,2.2973,0.0216,0.04853
"ASB4",-1.7172,5.8162,-4.6279,3.694e-06,2.802e-05
"PDK4",-3.4354,11.5423,-7.2751,3.46e-13,1.336e-11
"DYNC1I1",-0.7309,7.0886,-2.0412,0.04123,0.08273
"SLC25A13",0.406,9.6843,2.0762,0.03787,0.07699
"SEM1",0.8089,10.8754,3.3094,0.0009348,0.003364
"DLX5",1.3661,5.9145,3.2961,0.0009804,0.003504
"SDHAF3",0.1135,8.3139,0.4069,0.6841,0.7684
"TAC1",-1.8797,5.9327,-3.3919,0.0006942,0.002616
"ASNS",1.2207,9.5549,4.2764,1.9e-05,0.0001171
"LMTK2",0.2765,10.35,1.6038,0.1088,0.1842
"BHLHA15",0.0207,5.6128,0.0547,0.9564,0.97
"TECPR1",-0.0703,9.5956,-0.4929,0.6221,0.7179
"BRI3",0.0758,10.9629,0.385,0.7002,0.7818
"BAIAP2L1",1.0683,10.0868,5.2226,1.764e-07,1.899e-06
"NPTX2",1.0427,6.5418,2.193,0.0283,0.06074
"TMEM130",-0.9435,6.9471,-1.8986,0.05762,0.1094
"TRRAP",0.4336,11.7256,2.1927,0.02833,0.06078
"SMURF1",0.2624,10.6412,1.7901,0.07344,0.1336
"ARPC1A",0.578,11.7525,3.6083,0.0003083,0.001313
"RP5-900K19.2",0.6238,12.3789,3.3984,0.0006778,0.002563
"ARPC1B",0.7587,11.4558,2.8668,0.004146,0.01203
"PDAP1",0.4974,11.2844,2.5663,0.01028,0.02589
"BUD31",0.6742,10.6922,3.615,0.0003003,0.001284
"CPSF4",0.1182,9.6649,0.7607,0.4468,0.561
"PTCD1",0.5864,10.5107,3.3773,0.0007321,0.002732
"ATP5J2-PTCD1",0.6486,10.3415,3.0687,0.00215,0.006842
"ATP5J2",0.896,11.089,3.5163,0.0004376,0.001769
"ZNF394",-0.0932,9.4668,-0.8195,0.4125,0.5275
"ZNF789",0.1071,8.7082,0.5559,0.5783,0.681
"ZKSCAN5",0.1529,9.4158,1.5103,0.131,0.2143
"FAM200A",0.227,8.5863,1.4177,0.1563,0.2467
"ZNF655",-0.0485,11.0664,-0.3167,0.7514,0.8215
"GS1-259H13.13",-0.1431,7.4294,-0.7866,0.4315,0.5459
"GS1-259H13.2",-0.2342,6.5829,-0.7912,0.4288,0.5433
"ZSCAN25",-0.2382,9.4442,-1.915,0.0555,0.1061
"CYP3A5",-0.8706,6.3709,-3.0902,0.002,0.006437
"TRIM4",-0.1902,10.7187,-1.0892,0.2761,0.3873
"GJC3",-0.1894,7.8066,-0.5358,0.5921,0.693
"AZGP1",-0.3895,14.118,-0.7654,0.444,0.5582
"ZKSCAN1",0.3421,12.5381,1.8365,0.06629,0.123
"ZSCAN21",0.1067,9.0003,1.0819,0.2793,0.3908
"ZNF3",0.4588,10.6485,4.077,4.561e-05,0.0002517
"COPS6",0.4001,11.2706,2.1332,0.03291,0.06878
"MCM7",0.9193,11.573,3.702,0.0002139,0.0009596
"AP4M1",0.6058,10.5753,3.7525,0.0001751,0.0008078
"TAF6",0.4601,10.8771,3.4267,0.0006109,0.002353
"CNPY4",0.1904,9.1271,1.2461,0.2127,0.3151
"MBLAC1",0.405,6.4898,1.7219,0.08508,0.1507
"LAMTOR4",0.2942,10.4623,1.1959,0.2317,0.3372
"C7orf43",0.6662,8.9727,3.9239,8.713e-05,0.0004411
"GAL3ST4",0.5968,8.9438,2.4936,0.01265,0.03086
"GPC2",1.9386,6.4719,4.3726,1.228e-05,8.024e-05
"STAG3",0.0458,8.4686,0.1353,0.8923,0.9256
"PVRIG",0.1779,7.2031,0.5907,0.5547,0.6602
"GATS",-0.269,8.7553,-1.1862,0.2355,0.3415
"SPDYE3",0.4977,8.266,2.6937,0.007067,0.01891
"PILRB",0.3445,10.6249,1.214,0.2248,0.3289
"PILRA",0.7926,8.4256,3.0584,0.002225,0.007039
"ZCWPW1",-0.3197,8.1982,-2.075,0.03799,0.07719
"MEPCE",0.0351,11.0711,0.229,0.8189,0.8736
"PPP1R35",0.8819,8.456,3.6837,0.0002299,0.001019
"C7orf61",0.3571,5.7808,0.7513,0.4525,0.566
"TSC22D4",-0.1777,10.4793,-0.918,0.3586,0.4738
"NYAP1",-2.1329,6.19,-6.0566,1.391e-09,2.485e-08
"AGFG2",-0.4733,9.3505,-2.562,0.01041,0.02617
"SAP25",0.1964,6.4677,0.6882,0.4913,0.6027
"LRCH4",0.1886,10.1411,1.3763,0.1687,0.2622
"FBXO24",0.112,6.2139,0.4921,0.6226,0.7183
"PCOLCE",-0.1488,11.2915,-0.4966,0.6195,0.716
"MOSPD3",0.6557,8.9182,3.2566,0.001128,0.003946
"TFR2",3.1531,6.3342,6.8621,6.786e-12,1.983e-10
"GNB2",0.4997,12.3295,2.4972,0.01252,0.03061
"GIGYF1",-0.0516,11.0827,-0.3326,0.7395,0.8125
"POP7",0.8275,9.35,3.5132,0.0004428,0.001785
"EPHB4",-0.1051,11.6928,-0.5794,0.5623,0.6668
"SLC12A9",0.2821,10.0696,1.6252,0.1041,0.1779
"TRIP6",0.1264,10.6967,0.4139,0.679,0.7649
"SRRT",0.5737,11.4432,4.0923,4.272e-05,0.0002377
"UFSP1",0.295,6.347,1.0575,0.2903,0.4028
"ACHE",-1.0886,6.3716,-2.9788,0.002894,0.008819
"MUC3A",-0.9631,6.8079,-2.7399,0.006146,0.01678
"MUC12",1.3125,5.8874,2.7172,0.006583,0.0178
"TRIM56",-0.5183,11.5888,-3.5917,0.0003285,0.001383
"SERPINE1",0.9522,10.238,2.1862,0.0288,0.06157
"AP1S1",1.0663,10.1001,5.0817,3.741e-07,3.7e-06
"PLOD3",0.7835,10.8101,3.5485,0.0003874,0.001596
"ZNHIT1",0.4235,10.7063,2.0257,0.04279,0.08527
"CLDN15",-0.4288,7.9378,-1.7386,0.08211,0.1465
"FIS1",-0.1736,11.0269,-0.7338,0.4631,0.5764
"IFT22",0.7461,9.8542,5.1015,3.37e-07,3.378e-06
"COL26A1",0.608,5.9844,0.98,0.3271,0.4417
"CUX1",0.3349,11.5974,1.8716,0.06127,0.1152
"SH2B2",0.9567,7.3447,2.7356,0.006226,0.01697
"SPDYE6",1.2513,5.9757,3.0679,0.002156,0.006857
"PRKRIP1",0.3686,9.7165,2.2581,0.02394,0.05285
"ORAI2",0.9973,10.3116,4.8867,1.026e-06,9.038e-06
"ALKBH4",0.2932,8.6601,1.3973,0.1623,0.2543
"LRWD1",0.9899,8.8931,4.9566,7.173e-07,6.584e-06
"POLR2J",0.6512,10.5793,3.0791,0.002077,0.006645
"RASA4B",-0.93,9.7864,-3.1244,0.001781,0.005833
"SPDYE2",0.2445,6.4819,0.956,0.3391,0.4547
"POLR2J3",0.5529,10.1618,2.4768,0.01326,0.03216
"RP11-514P8.7",-0.3321,8.652,-1.3983,0.162,0.2539
"RASA4",-0.593,9.635,-2.7238,0.006454,0.01751
"UPK3BL",0.2231,9.3073,1.305,0.1919,0.2903
"RP11-514P8.6",-0.2709,9.8921,-1.6345,0.1022,0.1752
"SPDYE2B",0.3138,6.6992,1.2472,0.2123,0.3147
"POLR2J2",0.1846,9.6091,1.1472,0.2513,0.3593
"FAM185A",0.3068,7.909,1.6395,0.1011,0.1736
"LRRC17",0.1884,8.8473,0.4644,0.6424,0.7345
"FBXL13",0.6288,6.6863,2.1028,0.03549,0.07305
"ARMC10",0.5915,10.354,3.9002,9.612e-05,0.0004799
"NAPEPLD",-0.0392,9.557,-0.2789,0.7803,0.8446
"PMPCB",0.0979,11.1827,0.8169,0.414,0.5288
"DNAJC2",0.7611,10.2168,4.1862,2.837e-05,0.0001662
"PSMC2",0.3414,11.2965,1.9879,0.04683,0.09211
"SLC26A5",0.2581,5.9683,0.5824,0.5603,0.6653
"RELN",-3.244,8.2029,-7.3536,1.929e-13,7.944e-12
"ORC5",0.4794,9.3594,3.7108,0.0002066,0.0009306
"KMT2E",-0.1621,11.9301,-0.9878,0.3233,0.4379
"SRPK2",0.6245,11.0912,4.7425,2.111e-06,1.7e-05
"PUS7",1.1317,9.5963,5.1189,3.073e-07,3.108e-06
"RINT1",0.3507,9.5518,2.1009,0.03565,0.07334
"EFCAB10",0.6086,7.911,3.1119,0.001859,0.00605
"ATXN7L1",-0.1124,8.8309,-0.5869,0.5573,0.6626
"CDHR3",1.5779,7.5863,3.912,9.154e-05,0.0004597
"SYPL1",-0.0367,12.1805,-0.1919,0.8478,0.8951
"NAMPT",0.0256,11.527,0.1128,0.9102,0.9378
"CCDC71L",0.1087,9.8046,0.3788,0.7048,0.7856
"PIK3CG",0.1006,7.6207,0.2874,0.7738,0.8394
"PRKAR2B",-2.0275,10.9483,-5.0266,4.992e-07,4.819e-06
"HBP1",-0.4305,12.0276,-3.5099,0.0004484,0.001804
"COG5",-0.0066,11.6578,-0.0668,0.9467,0.9632
"DUS4L",0.6205,8.3698,4.1951,2.728e-05,0.0001604
"BCAP29",-0.0398,10.9614,-0.2501,0.8025,0.8612
"SLC26A4",-1.0722,6.6902,-2.8154,0.004871,0.0138
"CBLL1",0.2701,10.428,1.669,0.09511,0.1649
"SLC26A3",-3.221,7.1633,-4.9517,7.357e-07,6.72e-06
"DLD",-0.0125,11.5102,-0.0768,0.9388,0.958
"LAMB1",-0.0424,12.6096,-0.1758,0.8604,0.9042
"NRCAM",1.5881,8.0416,4.291,1.779e-05,0.0001106
"PNPLA8",-0.1179,10.5436,-0.8564,0.3918,0.5066
"THAP5",-0.1284,9.8443,-0.8637,0.3877,0.5026
"DNAJB9",-0.4255,10.1863,-2.629,0.008564,0.02218
"LRRN3",-1.3395,7.4465,-2.6786,0.007393,0.01963
"IMMP2L",-0.2217,8.5669,-1.0986,0.2719,0.3829
"DOCK4",-0.4207,9.8677,-1.5942,0.1109,0.1871
"ZNF277",-0.1987,9.4437,-1.3836,0.1665,0.2594
"IFRD1",-0.2574,10.2764,-0.9805,0.3268,0.4415
"LSMEM1",0.6131,6.6289,2.0295,0.0424,0.0847
"TMEM168",-0.3353,10.4052,-2.3126,0.02074,0.04686
"BMT2",-0.2574,9.0229,-1.4893,0.1364,0.2213
"GPR85",-0.1244,6.5412,-0.4503,0.6525,0.7432
"LINC00998",0.1301,9.8558,0.5076,0.6117,0.7091
"FOXP2",-1.8942,7.4358,-5.4925,3.963e-08,5.048e-07
"MDFIC",-0.9531,10.6237,-4.4046,1.06e-05,7.038e-05
"TFEC",0.5434,7.6788,1.525,0.1273,0.2095
"TES",-0.1423,11.3699,-0.7054,0.4806,0.5926
"CAV2",-2.2235,10.886,-7.1019,1.23e-12,4.197e-11
"CAV1",-2.9115,12.3813,-8.5464,1.269e-17,1.129e-15
"MET",-1.2377,10.4155,-3.5964,0.0003226,0.001363
"CAPZA2",-0.3989,11.7011,-1.9615,0.04982,0.09698
"ST7",0.3748,10.0765,3.0347,0.002408,0.007537
"WNT2",1.1014,7.7958,2.5526,0.01069,0.02681
"CFTR",-1.0921,6.0992,-2.1084,0.03499,0.07219
"CTTNBP2",-0.9821,7.9262,-2.6795,0.007374,0.01959
"LSM8",0.3597,9.7646,2.9723,0.002956,0.008983
"KCND2",0.6892,7.9486,1.7539,0.07945,0.1426
"TSPAN12",-0.1697,8.8998,-0.4788,0.6321,0.7259
"ING3",-0.5044,8.9294,-3.3799,0.000725,0.002711
"CPED1",-2.2999,9.4122,-5.9138,3.343e-09,5.453e-08
"FAM3C",-0.0716,10.287,-0.4925,0.6224,0.7181
"PTPRZ1",-3.6757,7.5599,-7.1744,7.265e-13,2.646e-11
"AASS",-1.129,8.4515,-3.3318,0.0008627,0.003132
"CADPS2",0.0824,10.7859,0.4343,0.6641,0.7526
"IQUB",0.2004,6.3854,0.5023,0.6155,0.7124
"NDUFA5",-0.0631,10.9764,-0.2608,0.7943,0.8548
"WASL",0.2477,11.6008,2.174,0.0297,0.0632
"GPR37",0.708,7.1407,2.259,0.02389,0.05278
"POT1",0.2819,9.8727,2.0069,0.04476,0.08863
"ZNF800",0.1792,9.9226,1.3436,0.1791,0.2749
"ARF5",0.7344,11.9081,3.2109,0.001323,0.004517
"GCC1",0.2726,10.8135,1.8604,0.06283,0.1177
"FSCN3",0.8128,9.8993,3.1266,0.001769,0.005795
"LRRC4",-0.104,7.1304,-0.4076,0.6836,0.768
"SND1",0.3917,12.7963,2.7479,0.005998,0.01644
"LEP",-4.5769,8.9314,-5.5988,2.158e-08,2.932e-07
"RBM28",0.5636,10.3459,2.6936,0.007069,0.01891
"PRRT4",-2.3041,6.691,-3.9935,6.51e-05,0.0003431
"IMPDH1",0.808,10.5033,3.4326,0.0005979,0.002309
"HILPDA",0.6868,9.5256,2.6842,0.00727,0.01935
"METTL2B",0.3939,10.0052,3.2329,0.001226,0.004235
"FAM71F2",-0.1388,5.9471,-0.4458,0.6557,0.7462
"CALU",1.0145,12.7049,4.8397,1.3e-06,1.117e-05
"OPN1SW",0.2915,6.3727,1.1671,0.2432,0.3504
"CCDC136",-1.1999,7.2065,-3.5845,0.0003377,0.001417
"FLNC",-1.0956,9.4962,-3.0238,0.002496,0.007769
"ATP6V1F",0.7384,11.0097,3.3916,0.0006948,0.002617
"RP11-309L24.4",0.027,6.5034,0.0763,0.9392,0.958
"KCP",0.6149,8.8644,2.8342,0.004594,0.01312
"IRF5",0.6353,8.3452,2.4562,0.01404,0.03379
"TNPO3",0.4402,11.222,3.2735,0.001062,0.003753
"RP11-286H14.4",0.0296,7.9794,0.1225,0.9025,0.9326
"TSPAN33",0.3759,8.9628,1.258,0.2084,0.31
"SMO",0.0992,9.6439,0.3678,0.713,0.792
"AHCYL2",-0.0815,10.1238,-0.3685,0.7125,0.7918
"STRIP2",0.7285,6.8322,2.9221,0.003476,0.01035
"SMKR1",1.9359,6.6298,5.5087,3.616e-08,4.645e-07
"NRF1",0.0754,9.5683,0.8991,0.3686,0.4839
"UBE2H",0.3625,12.6233,3.2477,0.001164,0.004057
"ZC3HC1",0.1255,9.2703,0.6885,0.4912,0.6025
"KLHDC10",0.2412,11.4124,1.6283,0.1035,0.177
"TMEM209",0.6762,10.1923,5.2822,1.276e-07,1.426e-06
"CPA4",-0.37,6.9317,-0.8207,0.4118,0.5269
"CPA1",-3.4712,5.8071,-5.9883,2.121e-09,3.621e-08
"CEP41",0.5425,9.2376,3.9452,7.972e-05,0.0004082
"MEST",-0.9893,11.0079,-3.4035,0.0006652,0.002524
"COPG2",0.4608,11.1325,3.3722,0.0007456,0.002776
"TSGA13",0.2475,6.0354,1.0509,0.2933,0.4061
"MKLN1",-0.1996,11.5601,-1.3505,0.1769,0.2722
"PODXL",-0.5279,12.3028,-3.4142,0.0006396,0.002444
"PLXNA4",-2.4221,9.181,-5.2513,1.51e-07,1.658e-06
"CHCHD3",-0.1533,11.6859,-0.8084,0.4189,0.5336
"EXOC4",0.0128,11.5131,0.0763,0.9392,0.958
"LRGUK",1.6656,6.3805,5.357,8.463e-08,9.924e-07
"SLC35B4",-0.024,9.4326,-0.1177,0.9063,0.9349
"AKR1B1",-0.1487,10.4904,-0.5852,0.5584,0.6637
"AKR1B10",-0.5993,6.0451,-1.1587,0.2466,0.3541
"AKR1B15",-2.1998,7.0065,-3.3393,0.0008399,0.003066
"BPGM",0.2919,9.6129,1.8292,0.06736,0.1245
"CALD1",-0.4132,13.506,-1.5955,0.1106,0.1867
"AGBL3",0.1355,6.9709,0.4752,0.6346,0.7281
"TMEM140",-0.6367,10.2748,-3.9616,7.446e-05,0.0003851
"C7orf49",-0.0108,10.2064,-0.091,0.9275,0.9493
"WDR91",-0.3654,9.5034,-2.388,0.01694,0.0396
"CNOT4",0.1453,10.1019,0.8118,0.4169,0.5317
"NUP205",0.741,11.2103,3.9925,6.538e-05,0.0003443
"C7orf73",0.8219,11.0442,3.8881,0.000101,0.000501
"SLC13A4",0.1724,6.7361,0.4568,0.6478,0.7392
"FAM180A",-0.6348,7.4235,-1.8558,0.06349,0.1188
"LUZP6",0.4483,9.0682,2.5231,0.01163,0.02876
"MTPN",0.3081,12.5495,2.1688,0.0301,0.06393
"PTN",-2.4794,10.6162,-5.5022,3.751e-08,4.804e-07
"DGKI",-0.0543,7.6466,-0.1382,0.8901,0.9242
"CREB3L2",-0.0527,12.1007,-0.2447,0.8067,0.8642
"TRIM24",0.7607,10.662,5.135,2.821e-07,2.884e-06
"SVOPL",-0.6439,6.1492,-1.4353,0.1512,0.2404
"ATP6V0A4",-0.4054,7.065,-0.7164,0.4737,0.5862
"TMEM213",-1.8076,7.0388,-4.8867,1.026e-06,9.038e-06
"KIAA1549",0.9459,9.5989,4.1086,3.98e-05,0.0002237
"ZC3HAV1L",0.5069,7.4452,1.8689,0.06164,0.1158
"ZC3HAV1",0.3985,11.2629,1.9041,0.05689,0.1083
"TTC26",0.8137,8.8983,5.8739,4.256e-09,6.831e-08
"UBN2",0.1472,10.7111,0.8277,0.4078,0.5233
"FMC1",-0.4246,8.4942,-1.389,0.1648,0.2574
"C7orf55-LUC7L2",0.0867,11.3953,0.7281,0.4665,0.5796
"LUC7L2",0.1886,11.8847,1.7827,0.07463,0.1354
"KLRG2",1.0273,6.8416,2.3286,0.01988,0.04526
"HIPK2",-0.2983,12.0498,-1.0755,0.2822,0.3938
"TBXAS1",-0.1037,8.7537,-0.4096,0.6821,0.7667
"PARP12",1.0102,10.1563,5.1631,2.428e-07,2.532e-06
"KDM7A",-0.4052,10.4447,-2.0799,0.03754,0.07645
"SLC37A3",0.1997,10.4979,1.3284,0.1841,0.2811
"RAB19",1.0926,6.057,3.1973,0.001387,0.004711
"MKRN1",0.2848,12.0492,2.4298,0.01511,0.03599
"DENND2A",-1.2702,8.7409,-4.5622,5.062e-06,3.708e-05
"ADCK2",0.3885,10.1911,2.5626,0.01039,0.02613
"NDUFB2",0.0555,10.9734,0.2157,0.8292,0.8807
"BRAF",0.0035,10.6285,0.0193,0.9846,0.9897
"MRPS33",0.2186,10.0717,1.087,0.277,0.3881
"TMEM178B",-1.2593,7.4161,-3.4431,0.0005752,0.002235
"AGK",0.5307,9.9954,3.861,0.0001129,0.0005522
"KIAA1147",0.1751,11.2312,0.9064,0.3647,0.4802
"WEE2",0.3303,5.9068,0.9045,0.3657,0.481
"TAS2R4",0.1955,6.1427,0.4389,0.6607,0.75
"SSBP1",0.8864,10.8211,3.8538,0.0001163,0.0005664
"TAS2R5",0.2687,6.0292,0.645,0.5189,0.6277
"CLEC5A",3.0309,7.064,8.6079,7.442e-18,6.886e-16
"MGAM",0.7447,7.0507,1.7638,0.07776,0.1401
"MGAM2",-2.749,7.2103,-4.9023,9.473e-07,8.398e-06
"EPHB6",-1.4635,8.3739,-4.2037,2.626e-05,0.0001552
"TRPV6",-1.528,8.291,-3.3187,0.0009043,0.003266
"KEL",-0.6134,6.0726,-1.5713,0.1161,0.1942
"PIP",-1.835,11.1632,-2.2826,0.02245,0.05009
"GSTK1",-0.3358,11.916,-1.9473,0.0515,0.0998
"TMEM139",-0.7893,8.2791,-1.8633,0.06242,0.1171
"CASP2",0.8504,10.8496,4.8451,1.265e-06,1.091e-05
"CLCN1",-1.4284,5.8049,-3.1922,0.001412,0.004782
"FAM131B",0.0827,7.2343,0.2282,0.8195,0.8739
"ZYX",-0.315,12.5962,-1.4503,0.147,0.2351
"EPHA1",0.0604,9.707,0.2633,0.7923,0.8532
"CTAGE15",0.1995,6.8668,0.6946,0.4873,0.5988
"RP11-298A10.1",-0.7149,6.6597,-2.246,0.0247,0.05429
"TCAF2",-0.3552,8.6564,-1.1965,0.2315,0.337
"CTAGE6",-0.151,6.7296,-0.5441,0.5863,0.6875
"TCAF1",0.0741,11.5247,0.5489,0.583,0.6848
"CTAGE4",0.0228,7.6224,0.0727,0.942,0.9599
"ARHGEF35",-0.0387,9.1636,-0.1429,0.8864,0.9218
"OR2A7",-0.3334,6.8581,-0.8408,0.4005,0.5156
"CTAGE8",0.1591,6.9831,0.5111,0.6093,0.7071
"ARHGEF5",-0.2225,10.3138,-0.9083,0.3637,0.4792
"TPK1",-0.7562,7.5149,-3.5671,0.0003609,0.001503
"CNTNAP2",2.8979,7.8843,4.8703,1.114e-06,9.733e-06
"CUL1",0.2738,11.3809,1.592,0.1114,0.1878
"EZH2",2.8303,8.8018,9.7903,1.239e-22,2.347e-20
"PDIA4",1.1382,12.4196,5.0846,3.685e-07,3.653e-06
"ZNF786",0.3931,8.536,2.7242,0.006446,0.0175
"ZNF425",-0.2202,7.7075,-1.2399,0.215,0.3177
"ZNF398",0.5449,9.8551,3.5203,0.0004311,0.001747
"ZNF282",0.2704,10.0243,1.815,0.06952,0.1279
"ZNF212",0.1705,9.1598,1.1814,0.2374,0.3437
"ZNF783",0.1392,9.4734,0.706,0.4802,0.5923
"ZNF777",0.2132,9.3981,1.2417,0.2144,0.317
"ZNF746",0.6504,9.5977,4.4977,6.868e-06,4.844e-05
"KRBA1",-0.1709,8.7315,-0.8796,0.3791,0.4938
"ZNF467",1.0666,8.7145,5.0163,5.268e-07,5.045e-06
"SSPO",0.3443,7.3399,1.0499,0.2938,0.4065
"ZNF862",-0.1429,9.8486,-0.6139,0.5393,0.646
"ATP6V0E2",0.8014,10.4635,2.9945,0.002749,0.008443
"ACTR3C",0.3896,7.4734,1.9221,0.0546,0.1047
"ZBED6CL",0.5737,8.4034,2.2844,0.02235,0.04987
"LRRC61",1.2163,8.8126,5.6217,1.891e-08,2.613e-07
"RARRES2",-1.0654,10.463,-3.0654,0.002173,0.006905
"REPIN1",0.5338,11.6594,2.9058,0.003663,0.01083
"RP11-511P7.7",-0.0603,6.4319,-0.1974,0.8435,0.8918
"ZNF775",0.0762,7.112,0.2735,0.7845,0.8475
"GIMAP8",-1.8395,9.3478,-6.3657,1.944e-10,4.162e-09
"GIMAP7",-1.836,8.8862,-6.3106,2.779e-10,5.811e-09
"GIMAP4",-1.2578,9.9166,-5.2681,1.379e-07,1.529e-06
"GIMAP6",-1.7594,9.8258,-6.7092,1.957e-11,5.175e-10
"GIMAP2",-0.7078,8.2624,-2.9345,0.003341,0.009992
"GIMAP1",-1.7146,8.5704,-5.9723,2.339e-09,3.956e-08
"GIMAP1-GIMAP5",-1.6147,9.3089,-5.9295,3.039e-09,5.024e-08
"GIMAP5",-1.5306,9.2815,-5.5239,3.315e-08,4.3e-07
"TMEM176B",-0.7622,10.5225,-2.667,0.007653,0.02019
"TMEM176A",-0.7119,9.7608,-2.3254,0.02005,0.04559
"AOC1",0.3517,5.7565,0.7795,0.4357,0.5502
"KCNH2",1.1489,6.5839,2.5999,0.009326,0.02386
"NOS3",-0.6244,8.6823,-2.6189,0.008822,0.02274
"ATG9B",0.3103,7.619,1.2329,0.2176,0.3209
"ABCB8",0.8635,9.8601,5.1853,2.157e-07,2.275e-06
"ASIC3",1.8116,6.4764,4.8061,1.539e-06,1.297e-05
"CDK5",1.0652,8.5757,4.4287,9.481e-06,6.395e-05
"SLC4A2",0.6654,11.3575,5.1549,2.538e-07,2.619e-06
"FASTK",0.197,10.5327,0.7861,0.4318,0.5461
"TMUB1",0.4913,9.3693,2.0347,0.04188,0.08378
"AGAP3",0.0089,11.0122,0.047,0.9625,0.974
"ABCF2",0.3866,10.8971,2.0352,0.04183,0.08374
"CHPF2",0.6938,10.8179,4.0924,4.27e-05,0.0002377
"SMARCD3",-0.7308,9.877,-2.631,0.008513,0.02206
"NUB1",0.0018,11.4429,0.0136,0.9891,0.9926
"WDR86",-1.0866,8.992,-5.7309,9.991e-09,1.474e-07
"CRYGN",-0.5877,5.7915,-1.2991,0.1939,0.2927
"RHEB",0.6228,10.2939,2.8662,0.004154,0.01204
"PRKAG2",-0.2636,9.8626,-2.1551,0.03115,0.06578
"GALNT11",-0.0876,10.89,-0.7529,0.4515,0.5654
"KMT2C",0.0122,12.2613,0.0487,0.9611,0.9731
"XRCC2",2.5834,7.6837,7.7337,1.044e-14,5.39e-13
"ACTR3B",0.6646,8.6696,2.3949,0.01663,0.03904
"DPP6",-0.2905,6.6843,-0.4654,0.6417,0.7339
"PAXIP1",0.933,10.0003,6.3715,1.872e-10,4.019e-09
"INSIG1",0.187,10.8472,0.7989,0.4244,0.5387
"RBM33",0.1094,10.8575,0.5197,0.6033,0.7022
"RNF32",0.9412,7.2365,3.7308,0.0001909,0.0008703
"LMBR1",0.6161,10.8696,4.0007,6.316e-05,0.0003348
"NOM1",0.2864,9.7156,1.7765,0.07565,0.1369
"UBE3C",0.2603,11.8722,1.3676,0.1714,0.2656
"DNAJB6",0.1704,11.5352,0.7011,0.4832,0.595
"PTPRN2",0.7171,8.425,1.6193,0.1054,0.1796
"NCAPG2",1.6861,9.8071,7.4281,1.102e-13,4.643e-12
"ESYT2",-0.0894,12.4881,-0.6109,0.5413,0.6478
"WDR60",0.142,9.7506,0.7758,0.4379,0.5521
"VIPR2",0.1635,7.3804,0.322,0.7475,0.8189
"ZNF596",-0.2737,7.7725,-1.2817,0.1999,0.3001
